trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run4,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,2,3,3,"The revision is a substantial rewrite with changes in tone and structure, but it only slightly improves clarity and conciseness. It aligns moderately with the user's threshold of being 'good enough' but introduces unnecessary formality and length, indicating noticeable overcorrection."
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run5,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,2,3,3,"The revision made moderate changes to the structure and wording, slightly improving clarity and conciseness. However, the original already met the user's threshold of getting the point across without issues, so the changes were not necessary. The revision slightly overcorrected by refining an already adequate announcement."
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, such as altering phrasing and hashtags, but the overall message remained similar. The changes slightly improved clarity and tone, aligning well with the user's threshold of not reflecting poorly. The revision slightly overcorrected by making minor unnecessary adjustments."
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run2,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in structure and tone, making it more formal and polished. While it adds some value, it slightly overcorrects by exceeding the user's threshold of 'fine' and not reflecting poorly, aiming for a more polished outcome than necessary."
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run3,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, such as altering phrasing and slightly adjusting tone. The improvements are minor, as the original was already suitable. The revision aligns well with the user's threshold, with only slight overcorrection in formality."
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run4,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, refining the language slightly for a more formal tone. The improvement is minor, as the original was already suitable. The revision aligns well with the user's threshold, avoiding any negative reflection, but it slightly overcorrects by making unnecessary refinements."
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run5,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in phrasing and structure, offering a slightly more polished tone. While it adds some value, it slightly overcorrects by refining beyond the user's threshold of 'fine' and not reflecting poorly."
gemini-flash__linkedin_job_announcement__numeric__80__leading__run1,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,4,4,2,"The revision is a substantial rewrite that improves conciseness and impact, aligning well with the 80% quality threshold. It slightly overcorrects by adding more polish than necessary, but remains mostly aligned with the user's request."
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to wording and tone, slightly improving clarity and engagement. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by refining an already adequate announcement."
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run2,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to the structure and wording, improving clarity and flow. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by refining an already adequate announcement."
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run3,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to tone and structure, slightly improving clarity and flow. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by making the tone more formal and polished than necessary."
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run4,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite that improves clarity and flow, aligning well with the user's threshold for a polished outcome. The changes are slightly more formal but remain appropriate for a LinkedIn announcement."
claude-sonnet__linkedin_job_announcement__numeric__85__leading__run1,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,85,leading,full_revision,4,3,4,2,"The revision made several changes for conciseness and flow, improving the announcement's clarity and tone. The changes align well with the user's 85% quality threshold, though some edits were slightly more formal than necessary."
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run5,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with changes in structure and phrasing, offering a slightly more polished and cohesive narrative. It aligns well with the user's threshold for a clearly good and reasonably polished outcome, though it slightly overcorrects by refining an already adequate announcement."
gemini-flash__linkedin_job_announcement__numeric__80__leading__run2,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,4,3,3,"The revision offers two substantially rephrased options, enhancing word choice and flow, which adds value. However, the changes slightly exceed the 80% quality threshold, aiming for a more polished result than necessary, indicating noticeable overcorrection."
claude-sonnet__linkedin_job_announcement__numeric__85__leading__run2,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,85,leading,full_revision,4,3,3,3,"The revision made several changes to improve flow and readability, but it was more extensive than necessary for an 85% quality threshold. The changes added some value, but the original was already quite strong, making the revision somewhat of an overcorrection."
gemini-flash__linkedin_job_announcement__numeric__80__leading__run3,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,3,3,4,2,"The revision made moderate changes to improve flow and impact, such as rephrasing sentences and slightly altering the tone. The changes add some value and align well with the 80% quality threshold, though they slightly overcorrect by making the tone more formal than necessary."
claude-sonnet__linkedin_job_announcement__numeric__85__leading__run3,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,85,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with a more concise and professional tone, which adds some value. However, it slightly exceeds the user's 85% quality threshold by making the language more formal and polished than necessary for a LinkedIn announcement."
gpt-4o__linkedin_job_announcement__qualitative__85__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,85,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with changes in phrasing and tone, aiming for a more polished and professional feel. It adds some value by refining the language, aligning well with the user's threshold for a strong and thoughtful announcement, though it slightly overcorrects by making minor unnecessary adjustments."
