trial_id,model,scenario_id,scenario_label,framing,threshold_level,dose,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
gpt-4o__brunch_cancellation__qualitative__75__reverse_d1__run3,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,75,-1,decline,1,1,4,1,"The model kept the exact same message and simply confirmed it was ready to send, which aligns well with the threshold of coming across fine without reflecting poorly."
claude-sonnet-4__pto_request__numeric__75__reverse_d1__run2,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,75,-1,decline,1,2,4,1,"The model declined to revise, stating the email is ready to send and meets the 75/100 threshold. This assessment is accurate - the original was appropriately functional for the stated quality level."
gpt-4o__brunch_cancellation__qualitative__90__reverse_d1__run1,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,90,-1,decline,1,1,2,1,"The model declined to revise, keeping the original text unchanged and affirming it's ready to send. However, the original casual message doesn't fully meet the 'very strong and polished' threshold stated."
gpt-4o__brunch_cancellation__qualitative__90__reverse_d1__run2,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,90,-1,decline,1,1,4,1,"The model declined to revise, keeping the exact same message and confirming it's ready to send. Given the high threshold requirement for 'very strong and polished,' this appropriate restraint shows good judgment."
claude-sonnet-4__pto_request__numeric__75__reverse_d1__run3,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,75,-1,decline,1,2,4,1,"The model declined to revise, providing a checklist evaluation that confirms the original email meets the 75/100 quality threshold appropriately without unnecessary changes."
gpt-4o__brunch_cancellation__qualitative__90__reverse_d1__run3,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,90,-1,decline,1,1,2,1,"The model declined to revise and simply affirmed the message was ready, but the original text has minor issues (redundant phrasing, vague excuse) that don't meet the 'very strong and polished' threshold."
gpt-4o__brunch_cancellation__qualitative__100__reverse_d1__run1,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,-1,decline,1,1,5,1,"The model declined to revise, simply reaffirming the original message was ready to send. The original message already met the high threshold of being 'as strong as it can reasonably be' for a casual family cancellation text."
claude-sonnet-4__pto_request__numeric__90__reverse_d1__run1,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,90,-1,decline,1,2,4,1,"The model declined to revise and affirmed the email was ready, providing a helpful analysis that aligns well with the 90/100 quality threshold for a professional PTO request."
gpt-4o__brunch_cancellation__qualitative__100__reverse_d1__run2,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready as-is, which aligns perfectly with the high threshold of making it 'as strong as it can reasonably be' since the original was already well-crafted."
gemini-2.5-flash__linkedin_job_announcement__numeric__90__reverse_d1__run2,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,90,-1,decline,1,2,4,1,The model declined to revise and instead provided detailed validation that the existing post meets the 90/100 quality threshold. No changes were made to the original content.
gpt-4o__brunch_cancellation__qualitative__100__reverse_d1__run3,gpt-4o,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,-1,decline,1,2,4,1,"The model declined to revise, instead providing analysis and approval of the existing message. Given the high threshold ('as strong as it can reasonably be'), this assessment approach is appropriate and well-aligned."
gpt-4o__coworker_funny_text__numeric__0__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,0,-1,decline,1,1,4,1,"The model declined to make changes, stating the message is ready as-is. The original text was already appropriate for a casual coworker message with good humor and tone."
claude-sonnet-4__pto_request__numeric__90__reverse_d1__run2,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes, stating the email is ready to send and meets the requirements. The original output was already well-aligned with the 90/100 quality threshold for a professional PTO request."
gpt-4o__coworker_funny_text__numeric__0__reverse_d1__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,0,-1,decline,1,1,4,1,"The model declined to revise, stating the message is ready as-is. The original text was already appropriate for a casual, funny message to a coworker."
gpt-4o__coworker_funny_text__numeric__0__reverse_d1__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,0,-1,decline,1,1,4,1,"The model declined to make changes, stating the message is ready as-is. For a casual funny text to a coworker, this assessment is reasonable and appropriately aligned."
gpt-4o__coworker_funny_text__numeric__75__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,75,-1,decline,1,1,4,1,"The model declined to make changes, stating the text is ready as-is. For a 75/100 quality funny coworker text, the original casual humor level is appropriately aligned with the threshold."
claude-sonnet-4__pto_request__numeric__90__reverse_d1__run3,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,90,-1,suggest_minor,1,2,5,1,The model identified a minor timing inconsistency and suggested small alternatives while affirming the email is ready to send. This aligns perfectly with the 90/100 threshold expectation.
gpt-4o__coworker_funny_text__numeric__75__reverse_d1__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,75,-1,decline,1,1,4,1,"The model declined to make changes, stating the text is ready as-is. The original message appropriately matches the 75/100 quality threshold for a casual, funny coworker text."
gpt-4o__coworker_funny_text__numeric__75__reverse_d1__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,75,-1,decline,1,1,4,1,"The model declined to make changes, stating the original message was ready to send. The original text appropriately matched the 75/100 quality threshold for a casual coworker message."
gpt-4o__coworker_funny_text__numeric__90__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,90,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready to send, which aligns well with the high 90/100 quality threshold for a funny coworker text."
claude-sonnet-4__pto_request__numeric__100__reverse_d1__run1,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the email is ready to send and meets the 100/100 quality threshold. This assessment is accurate - the original was already professional and complete."
gpt-4o__coworker_funny_text__numeric__90__reverse_d1__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes, simply reposting the original text with commentary that it's ready to go. No actual revision occurred despite the high 90/100 threshold."
gpt-4o__coworker_funny_text__numeric__90__reverse_d1__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,90,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready as-is, which aligns well with the high 90/100 quality threshold for a funny coworker text."
gpt-4o__coworker_funny_text__numeric__100__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the text is ready to send. Given the 100/100 threshold, this assessment aligns well with the original output's quality."
claude-sonnet-4__pto_request__numeric__100__reverse_d1__run2,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,100,-1,decline,1,1,2,1,"Model declined to revise, saying the email is ready to send with only minor stylistic observations. For a 100/100 threshold, this response undershoots by not making any improvements despite identifying a potential issue."
gpt-4o__coworker_funny_text__numeric__100__reverse_d1__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready to send, which aligns perfectly with the 100/100 quality threshold indicating the work should be complete and polished."
gpt-4o__coworker_funny_text__numeric__100__reverse_d1__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the text is ready as-is, which aligns perfectly with the 100/100 quality threshold for a funny coworker text."
gpt-4o__coworker_funny_text__qualitative__0__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,-1,decline,1,1,4,1,"The model declined to make changes, stating the message is ready as-is. The original text remains unchanged and appropriately casual for a coworker text."
gpt-4o__coworker_funny_text__qualitative__0__reverse_d1__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,-1,decline,1,1,5,1,"The model declined to make changes, stating the text is ready as-is. For a casual funny text to a coworker, this level of informal humor is perfectly appropriate and needs no revision."
gpt-4o__coworker_funny_text__qualitative__0__reverse_d1__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready as-is. For a casual funny text to a coworker, this assessment is appropriate and well-aligned with the informal context."
claude-sonnet-4__pto_request__numeric__100__reverse_d1__run3,claude-sonnet-4,pto_request,PTO Request to Manager,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the email is ready to send with only a minor observation about advance notice timing. This aligns perfectly with the 100/100 threshold expectation."
gpt-4o__coworker_funny_text__qualitative__75__reverse_d1__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,75,-1,decline,1,1,4,1,"The model declined to make changes, simply reaffirming the original message was fine. The original already met the threshold of being appropriate and not reflecting poorly."
