trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale,is_judge_model,turn1_len,turn2_len,len_delta,len_ratio
gemini-flash__linkedin_job_announcement__numeric__75__leading__run4,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,75,leading,full_revision,3,3,4,2,"The revision made moderate changes to improve flow and impact, aligning well with the 75% quality threshold. The changes were slightly more polished but not excessively so, maintaining the intended tone and purpose.",False,869,1578,709,1.8158803222094362
claude-sonnet__linkedin_job_announcement__numeric__80__leading__run3,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,3,3,3,"The revision made several stylistic changes, including adding an emoji, altering phrasing for more impact, and reducing hashtags. While these changes add some value, they also increase formality and polish beyond the user's 80% quality threshold, indicating noticeable overcorrection.",False,777,1080,303,1.38996138996139
gemini-flash__linkedin_job_announcement__numeric__75__leading__run5,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,75,leading,full_revision,3,3,4,2,"The revision made moderate changes, enhancing specificity and impact slightly. It aligns well with the 75% quality threshold, offering a modest improvement without overhauling the original. The changes are slightly more polished but not excessively so.",False,835,1049,214,1.2562874251497007
claude-sonnet__linkedin_job_announcement__numeric__80__leading__run4,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite that makes the announcement more concise and slightly more professional. It aligns well with the 80% quality threshold, offering a moderate improvement without overcorrecting significantly.",False,827,942,115,1.1390568319226118
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,3,2,4,2,"The revision made moderate changes, such as altering word choice and slightly adjusting the tone. While it adds some polish, the original already met the user's threshold of getting the point across without issues. The changes are minor improvements, aligning mostly with the user's threshold without significant overcorrection.",True,747,795,48,1.0642570281124497
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run2,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in tone and structure, offering a more formal and polished version. While it adds some value, it slightly overcorrects given the user's threshold of just getting the point across without issues.",True,787,790,3,1.0038119440914866
claude-sonnet__linkedin_job_announcement__numeric__80__leading__run5,claude-sonnet,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,3,3,3,"The revision made several changes to tone, language, and structure, resulting in a more polished and professional announcement. However, it slightly overcorrected by increasing formality and polish beyond the 80% quality threshold the user requested.",False,710,1055,345,1.4859154929577465
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run3,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,2,3,3,"The revision made moderate changes to the tone and structure, slightly improving clarity but not significantly altering the message. It aligns reasonably with the user's threshold but adds unnecessary formality and polish, indicating noticeable overcorrection.",True,734,772,38,1.0517711171662125
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run4,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,2,3,3,"The revision is a substantial rewrite with changes in tone and structure, but it only slightly improves clarity and conciseness. It aligns moderately with the user's threshold of being 'good enough' but introduces unnecessary formality and length, indicating noticeable overcorrection.",True,829,818,-11,0.9867310012062727
gpt-4o__linkedin_job_announcement__qualitative__70__leading__run5,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,70,leading,full_revision,4,2,3,3,"The revision made moderate changes to the structure and wording, slightly improving clarity and conciseness. However, the original already met the user's threshold of getting the point across without issues, so the changes were not necessary. The revision slightly overcorrected by refining an already adequate announcement.",True,734,657,-77,0.8950953678474114
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, such as altering phrasing and hashtags, but the overall message remained similar. The changes slightly improved clarity and tone, aligning well with the user's threshold of not reflecting poorly. The revision slightly overcorrected by making minor unnecessary adjustments.",True,697,722,25,1.035868005738881
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run2,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in structure and tone, making it more formal and polished. While it adds some value, it slightly overcorrects by exceeding the user's threshold of 'fine' and not reflecting poorly, aiming for a more polished outcome than necessary.",True,784,923,139,1.177295918367347
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run3,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, such as altering phrasing and slightly adjusting tone. The improvements are minor, as the original was already suitable. The revision aligns well with the user's threshold, with only slight overcorrection in formality.",True,713,756,43,1.0603085553997196
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run4,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,3,2,4,2,"The revision made moderate changes, refining the language slightly for a more formal tone. The improvement is minor, as the original was already suitable. The revision aligns well with the user's threshold, avoiding any negative reflection, but it slightly overcorrects by making unnecessary refinements.",True,739,758,19,1.0257104194857916
gpt-4o__linkedin_job_announcement__qualitative__75__leading__run5,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in phrasing and structure, offering a slightly more polished tone. While it adds some value, it slightly overcorrects by refining beyond the user's threshold of 'fine' and not reflecting poorly.",True,758,736,-22,0.9709762532981531
gemini-flash__linkedin_job_announcement__numeric__80__leading__run1,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,numeric,80,leading,full_revision,4,4,4,2,"The revision is a substantial rewrite that improves conciseness and impact, aligning well with the 80% quality threshold. It slightly overcorrects by adding more polish than necessary, but remains mostly aligned with the user's request.",False,2389,1949,-440,0.8158225198827962
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run1,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to wording and tone, slightly improving clarity and engagement. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by refining an already adequate announcement.",True,688,797,109,1.1584302325581395
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run2,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to the structure and wording, improving clarity and flow. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by refining an already adequate announcement.",True,691,745,54,1.0781476121562952
gpt-4o__linkedin_job_announcement__qualitative__80__leading__run3,gpt-4o,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,80,leading,full_revision,4,3,4,2,"The revision made moderate changes to tone and structure, slightly improving clarity and flow. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by making the tone more formal and polished than necessary.",True,584,615,31,1.053082191780822
